category,file,source,source_kind,width,height,alpha_min,alpha_max
enemies,02_all_generated_cutouts/enemies/enemies-e5bcd28f-10.png,C:\Users\Note-038\.codex\generated_images\01a0acd2-304b-7e20-8907-152159c50899\exec-e5bcd28f-4013-4363-83c8-58002e0602d6.png,generated-sheet,212,202,0,255
enemies,02_all_generated_cutouts/enemies/enemies-e5bcd28f-11.png,C:\Users\Note-038\.codex\generated_images\01a0acd2-304b-7e20-8907-152159c50899\exec-e5bcd28f-4013-4363-83c8-58002e0602d6.png,generated-sheet,102,108,0,255
enemies,02_all_generated_cutouts/enemies/enemies-e5bcd28f-12.png,C:\Users\Note-038\.codex\generated_images\01a0acd2-304b-7e20-8907-152159c50899\exec-e5bcd28f-4013-4363-83c8-58002e0602d6.png,generated-sheet,85,43,0,255
enemies,02_all_generated_cutouts/enemies/enemies-e5bcd28f-13.png,C:\Users\Note-038\.codex\generated_images\01a0acd2-304b-7e20-8907-152159c50899\exec-e5bcd28f-4013-4363-83c8-58002e0602d6.png,generated-sheet,116,30,0,255
platforms,02_all_generated_cutouts/platforms/platforms-eaeb1728-01.png,C:\Users\Note-038\.codex\generated_images\01a0acd2-304b-7e20-8907-152159c50899\exec-eaeb1728-0ef3-4a85-b2cd-22b399f9668e.png,generated-sheet,304,217,0,254
platforms,02_all_generated_cutouts/platforms/platforms-eaeb1728-02.png,C:\Users\Note-038\.codex\generated_images\01a0acd2-304b-7e20-8907-152159c50899\exec-eaeb1728-0ef3-4a85-b2cd-22b399f9668e.png,generated-sheet,454,202,0,254
platforms,02_all_generated_cutouts/platforms/platforms-eaeb1728-03.png,C:\Users\Note-038\.codex\generated_images\01a0acd2-304b-7e20-8907-152159c50899\exec-eaeb1728-0ef3-4a85-b2cd-22b399f9668e.png,generated-sheet,720,234,0,254
platforms,02_all_generated_cutouts/platforms/platforms-eaeb1728-04.png,C:\Users\Note-038\.codex\generated_images\01a0acd2-304b-7e20-8907-152159c50899\exec-eaeb1728-0ef3-4a85-b2cd-22b399f9668e.png,generated-sheet,427,461,0,254
platforms,02_all_generated_cutouts/platforms/platforms-eaeb1728-05.png,C:\Users\Note-038\.codex\generated_images\01a0acd2-304b-7e20-8907-152159c50899\exec-eaeb1728-0ef3-4a85-b2cd-22b399f9668e.png,generated-sheet,168,457,0,254
platforms,02_all_generated_cutouts/platforms/platforms-eaeb1728-06.png,C:\Users\Note-038\.codex\generated_images\01a0acd2-304b-7e20-8907-152159c50899\exec-eaeb1728-0ef3-4a85-b2cd-22b399f9668e.png,generated-sheet,242,251,0,254
platforms,02_all_generated_cutouts/platforms/platforms-eaeb1728-07.png,C:\Users\Note-038\.codex\generated_images\01a0acd2-304b-7e20-8907-152159c50899\exec-eaeb1728-0ef3-4a85-b2cd-22b399f9668e.png,generated-sheet,256,237,0,254
platforms,02_all_generated_cutouts/platforms/platforms-eaeb1728-08.png,C:\Users\Note-038\.codex\generated_images\01a0acd2-304b-7e20-8907-152159c50899\exec-eaeb1728-0ef3-4a85-b2cd-22b399f9668e.png,generated-sheet,139,141,0,254
platforms,02_all_generated_cutouts/platforms/platforms-eaeb1728-09.png,C:\Users\Note-038\.codex\generated_images\01a0acd2-304b-7e20-8907-152159c50899\exec-eaeb1728-0ef3-4a85-b2cd-22b399f9668e.png,generated-sheet,135,143,0,254
platforms,02_all_generated_cutouts/platforms/platforms-eaeb1728-10.png,C:\Users\Note-038\.codex\generated_images\01a0acd2-304b-7e20-8907-152159c50899\exec-eaeb1728-0ef3-4a85-b2cd-22b399f9668e.png,generated-sheet,103,132,0,254
platforms,02_all_generated_cutouts/platforms/platforms-eaeb1728-11.png,C:\Users\Note-038\.codex\generated_images\01a0acd2-304b-7e20-8907-152159c50899\exec-eaeb1728-0ef3-4a85-b2cd-22b399f9668e.png,generated-sheet,107,115,0,254
memory_sister,02_all_generated_cutouts/memory_sister/memory-sister-eba85a67-01.png,C:\Users\Note-038\.codex\generated_images\01a0acd2-304b-7e20-8907-152159c50899\exec-eba85a67-e49b-4acd-af23-102b702a51e5.png,generated-sheet,476,645,0,255
memory_sister,02_all_generated_cutouts/memory_sister/memory-sister-eba85a67-02.png,C:\Users\Note-038\.codex\generated_images\01a0acd2-304b-7e20-8907-152159c50899\exec-eba85a67-e49b-4acd-af23-102b702a51e5.png,generated-sheet,470,616,0,255
memory_sister,02_all_generated_cutouts/memory_sister/memory-sister-eba85a67-03.png,C:\Users\Note-038\.codex\generated_images\01a0acd2-304b-7e20-8907-152159c50899\exec-eba85a67-e49b-4acd-af23-102b702a51e5.png,generated-sheet,492,634,0,255
memory_sister,02_all_generated_cutouts/memory_sister/memory-sister-eba85a67-04.png,C:\Users\Note-038\.codex\generated_images\01a0acd2-304b-7e20-8907-152159c50899\exec-eba85a67-e49b-4acd-af23-102b702a51e5.png,generated-sheet,576,369,0,255
