path,extension,bytes,width,height,alpha_min,alpha_max,sha256
02_enemies/core_scribble_enemy/dissolve_8f/opaque_navy/frames/core-enemy-dissolve-8f-frame-01.png,.png,216486,512,512,255,255,b8172650bd3d1703543aa67d0cb1886b2746f3df49f3e5c4fedc84516cec53a4
02_enemies/core_scribble_enemy/dissolve_8f/opaque_navy/frames/core-enemy-dissolve-8f-frame-02.png,.png,219540,512,512,255,255,1407700367ef295886e7438f68005bf8f78fba170755f992a74768037b0105f0
02_enemies/core_scribble_enemy/dissolve_8f/opaque_navy/frames/core-enemy-dissolve-8f-frame-03.png,.png,177007,512,512,255,255,a96fa3318759b0aa54b7d2d71647b6332743341ceb805e512e3469b071772139
02_enemies/core_scribble_enemy/dissolve_8f/opaque_navy/frames/core-enemy-dissolve-8f-frame-04.png,.png,123866,512,512,255,255,106be278f256e8e1a01669b0c3212f5bbcdbe98760a793e2ac65d7afa4567f52
02_enemies/core_scribble_enemy/dissolve_8f/opaque_navy/frames/core-enemy-dissolve-8f-frame-05.png,.png,93012,512,512,255,255,f273ac0783f82a0e99617fd7005ae7f55a41c4c9c8da31d79db67897e6b848b9
02_enemies/core_scribble_enemy/dissolve_8f/opaque_navy/frames/core-enemy-dissolve-8f-frame-06.png,.png,55566,512,512,255,255,6a1d12474833012fe677a39c48f352b8c9bc459c357edd6abd233d887c19cbe4
02_enemies/core_scribble_enemy/dissolve_8f/opaque_navy/frames/core-enemy-dissolve-8f-frame-07.png,.png,16961,512,512,255,255,1412ea45c41a66bdeea47e41f5fe0f246991a7a1cc7010b0d2f3e940100452dd
02_enemies/core_scribble_enemy/dissolve_8f/opaque_navy/frames/core-enemy-dissolve-8f-frame-08.png,.png,2016,512,512,255,255,bc359a7b5c2b641a436ffce7b73d69955406107a9c7004b33b590a1bc2b005fc
02_enemies/core_scribble_enemy/dissolve_8f/source/core-enemy-dissolve-8f-imagegen-original-sheet.png,.png,1287294,1774,887,0,255,dafe566afd3d792de3a9c502df80038995686508e766f3bac04b2e4323fe62a7
02_enemies/core_scribble_enemy/dissolve_8f/transparent/core-enemy-dissolve-8f-sheet.png,.png,1290727,2048,1024,0,255,a20185a9020edca5ffb46269650ccac7f8ee8313575e11e380256843676e5487
02_enemies/core_scribble_enemy/dissolve_8f/transparent/core-enemy-dissolve-8f.gif,.gif,343035,512,512,255,255,86c4a61cb9101e9ab5514b76b1ee451ccf7df454409726dfdfa6860485b3075b
02_enemies/core_scribble_enemy/dissolve_8f/transparent/frames/core-enemy-dissolve-8f-frame-01.png,.png,280096,512,512,0,255,2012ba471a596cfed0455f98e67a35c6a7d95b09ef9c2228650907851a43cf53
02_enemies/core_scribble_enemy/dissolve_8f/transparent/frames/core-enemy-dissolve-8f-frame-02.png,.png,287053,512,512,0,255,f28ad031d83a92660672f9a4c82c7fc41d3d4de0d80a1f1f61079f4d28edc1b5
02_enemies/core_scribble_enemy/dissolve_8f/transparent/frames/core-enemy-dissolve-8f-frame-03.png,.png,254622,512,512,0,255,3a7fc53eff874015d51f54e1dbad7ae472a0416e37d4b6074c9dca7daaa0b925
02_enemies/core_scribble_enemy/dissolve_8f/transparent/frames/core-enemy-dissolve-8f-frame-04.png,.png,195568,512,512,0,255,549d44c0006c85a3827298210b4fe01e520bba5afb8443d71b5660bb9f6d152a
02_enemies/core_scribble_enemy/dissolve_8f/transparent/frames/core-enemy-dissolve-8f-frame-05.png,.png,146816,512,512,0,255,515a09b123e475e55a79bb3fb0a74a64b9c803fd22c3a42b4822b57b2bb71b22
02_enemies/core_scribble_enemy/dissolve_8f/transparent/frames/core-enemy-dissolve-8f-frame-06.png,.png,90504,512,512,0,255,85fe351c6b697bf59a1298d087091dd5e9b27250995e6f5fc79e522fe83e4fb9
02_enemies/core_scribble_enemy/dissolve_8f/transparent/frames/core-enemy-dissolve-8f-frame-07.png,.png,27924,512,512,0,255,1125500f3ceffdd5877585cfc0aaa602aaff277c208a320f2e2fbaf08fe6eefc
02_enemies/core_scribble_enemy/dissolve_8f/transparent/frames/core-enemy-dissolve-8f-frame-08.png,.png,2177,512,512,0,39,42396d1570e5be85ef8b44a341998a33618fc9655caf83123e4575a772564bd4
03_boss/concepts/final-boss-01.png,.png,312189,436,510,0,255,f86d058e1112b9749ad43035f8aafd45249d57ff366a1df1864701638426a40d
03_boss/concepts/final-boss-02.png,.png,1323961,775,745,0,255,20b89fc50d6fa003458f66c92f37544212651f5d02962a8d4378761d31ebc154
03_boss/concepts/final-boss-03.png,.png,397002,435,482,0,255,df6b6ca1e8a1a1c6fc122231bdb8ee2a1004f866fa21d9dbb5d4c650bbf45e34
03_boss/concepts/final-boss-04.png,.png,331526,525,314,0,255,db8f5a21e8e972adca46fe3e4bdaaba7f9e9543e3c207c45a798735ff205712b
03_boss/concepts/final-boss-05.png,.png,277871,460,289,0,255,8cba6e66ba3058d368f910f8e723ddd6633fac7f260c70d6505e400e7e028ca4
03_boss/concepts/final-boss-06.png,.png,390357,581,297,0,255,07af7517611d8a14beb8ae51ef5cc8c79a995d896424b1bb6c00669d7ec97039
03_boss/dissolve_20f/metadata.json,.json,243,,,,,7159407e5c9e96a5d8ddb03f3c6957cc902378563dd72be0fe134d5a3ff542fd
03_boss/dissolve_20f/opaque_navy/boss-dissolve-20f-sheet.png,.png,1681082,2560,2048,255,255,960beebe6f7f77353699c97bb84855133d10bfdee8b85e9cfeff874578a520c4
03_boss/dissolve_20f/opaque_navy/boss-dissolve-20f.gif,.gif,748019,512,512,255,255,713e99dbdd45e7b043f1a5b1c68438db7fae4c10dae11a5184aa78532d5aab65
03_boss/dissolve_20f/opaque_navy/frames/boss-dissolve-20f-frame-01.png,.png,95428,512,512,255,255,5fced6cbbfff3118ccfb6b7d0d7b20dfe3d0b41793034b2773f12e135e881756
03_boss/dissolve_20f/opaque_navy/frames/boss-dissolve-20f-frame-02.png,.png,93249,512,512,255,255,84cb93c75b4593cc74930d3e7fc640bc513e3dac41738037581b4124e4947850
